City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Ayagoz,KZ,47.97,80.44,43.79,56,4,6.49,clear sky
351,Zeya,RU,53.75,127.27,20.59,86,100,9.44,overcast clouds
352,Egyek,HU,47.63,20.9,44.6,100,90,5.82,mist
353,Ranong,TH,9.97,98.63,84.2,83,40,2.89,scattered clouds
354,Ambilobe,MG,-13.2,49.05,79.68,46,61,6.98,broken clouds
355,Labrea,BR,-7.26,-64.8,74.77,82,84,2.1,broken clouds
356,Tanout,NE,14.97,8.89,69.48,28,10,13.44,clear sky
357,Saint-Louis,SN,16.33,-15.0,81.14,16,97,7.18,overcast clouds
358,Kalianget,ID,-7.05,113.93,86.59,62,90,9.66,light rain
359,Tiarei,PF,-17.53,-149.33,82.4,69,40,2.24,shower rain
360,Gander,CA,48.97,-54.59,35.6,80,40,11.41,scattered clouds
361,Karratha,AU,-20.74,116.85,83.77,43,15,18.61,few clouds
362,Guerrero Negro,MX,27.98,-114.06,68.94,76,0,10.38,clear sky
363,Acapulco,MX,16.86,-99.89,80.01,78,63,5.95,broken clouds
364,Telchac,MX,21.2,-89.27,73.99,88,5,4.7,clear sky
365,Sharjah,AE,25.36,55.4,77.0,69,0,5.82,clear sky
366,Tomakomai,JP,42.64,141.6,62.01,82,75,16.11,light rain
367,Miles City,US,46.41,-105.84,42.8,52,1,8.05,clear sky
368,Sorland,NO,67.67,12.69,50.0,81,75,5.82,light rain
369,Goundam,ML,16.41,-3.67,77.67,18,2,10.85,clear sky
370,Launceston,AU,-41.45,147.17,70.0,60,43,17.22,scattered clouds
371,Correia Pinto,BR,-27.58,-50.36,51.03,88,80,4.36,broken clouds
372,Salisbury,GB,51.07,-1.8,60.8,100,100,24.16,light intensity drizzle
373,Kailua,US,21.4,-157.74,80.6,65,75,3.67,broken clouds
374,Hastings,GB,50.86,0.57,61.0,90,100,21.0,overcast clouds
375,Baherden,TM,38.44,57.43,75.49,18,19,5.57,few clouds
376,Tezu,IN,27.92,96.17,76.14,71,82,1.7,light rain
377,Quartucciu,IT,39.25,9.18,51.01,100,15,5.82,few clouds
378,Antofagasta,CL,-23.65,-70.4,59.0,82,40,8.05,scattered clouds
379,Ganzhou,CN,28.82,115.43,71.01,52,59,10.45,broken clouds
380,Mogadishu,SO,2.04,45.34,77.0,69,75,2.24,broken clouds
381,Saint-Pierre,RE,-21.34,55.48,75.2,50,40,3.36,scattered clouds
382,Severo-Kurilsk,RU,50.68,156.12,42.78,78,43,13.4,scattered clouds
383,San Matias,BO,-16.37,-58.4,73.99,58,94,3.65,overcast clouds
384,Awbari,LY,26.59,12.78,56.68,71,0,7.43,clear sky
385,Ayr,GB,55.46,-4.63,50.0,87,75,16.11,broken clouds
386,Aniva,RU,46.71,142.53,55.4,47,20,11.18,few clouds
387,Madinat Sittah Uktubar,EG,29.82,31.05,66.2,72,40,8.21,haze
388,Camacupa,AO,-12.02,17.48,65.1,75,59,1.92,broken clouds
389,Shitanjing,CN,39.23,106.34,44.65,46,0,11.65,clear sky
390,Jinchang,CN,38.5,102.17,49.86,39,0,4.74,clear sky
391,Katrineholm,SE,59.0,16.21,55.4,87,100,14.99,overcast clouds
392,Honningsvag,NO,70.98,25.97,44.6,81,75,25.28,broken clouds
393,Matagami,CA,49.75,-77.63,23.0,92,100,18.01,overcast clouds
394,Bambanglipuro,ID,-7.95,110.28,85.3,65,66,9.44,light rain
395,Gillette,US,44.29,-105.5,48.99,48,1,10.29,clear sky
396,Khorostkiv,UA,49.21,25.92,37.49,89,1,4.68,clear sky
397,Nyrob,RU,60.73,56.72,25.16,98,56,3.85,broken clouds
398,Bathsheba,BB,13.22,-59.52,82.4,78,40,23.04,scattered clouds
399,Sabla,NG,12.75,4.71,74.43,24,56,12.3,broken clouds
400,Goya,AR,-29.14,-59.26,54.88,83,0,4.18,clear sky
401,Shangqiu,CN,34.45,115.65,68.18,23,7,12.8,clear sky
402,Lompoc,US,34.64,-120.46,62.6,77,1,4.47,clear sky
403,Tigil,RU,57.8,158.67,35.76,81,79,7.56,broken clouds
404,Rangpo,IN,27.18,88.53,83.86,43,47,4.09,scattered clouds
405,Namibe,AO,-15.2,12.15,69.08,79,8,2.19,clear sky
406,Sinnamary,GF,5.38,-52.95,79.68,83,97,7.43,light rain
407,Sovetskaya Gavan,RU,48.97,140.29,47.16,55,100,4.88,overcast clouds
408,Ustrzyki Dolne,PL,49.43,22.59,39.99,92,52,13.0,broken clouds
409,Chimoio,MZ,-19.12,33.48,62.6,100,20,4.7,fog
410,Ocampo,MX,21.65,-101.5,44.31,87,0,16.15,clear sky
411,Krasnaya Zarya,RU,52.78,37.68,42.98,86,100,13.89,light rain
412,Yakeshi,CN,49.28,120.73,14.76,89,100,16.69,overcast clouds
413,Muisne,EC,0.6,-80.03,75.09,85,100,8.57,overcast clouds
414,Mulchen,CL,-37.72,-72.23,53.46,94,22,1.43,few clouds
415,Leh,IN,34.17,77.58,35.37,60,0,1.63,clear sky
416,Dubai,AE,25.26,55.3,77.0,73,0,5.82,haze
417,Tiradentes,BR,-21.11,-44.18,50.13,85,46,4.63,scattered clouds
418,Beringovskiy,RU,63.05,179.32,23.92,93,81,4.47,broken clouds
419,Henties Bay,NA,-22.12,14.28,54.0,93,100,3.0,overcast clouds
420,Afua,BR,-0.16,-50.39,77.32,86,64,5.12,broken clouds
421,Bull Savanna,JM,17.89,-77.59,74.14,95,100,10.63,moderate rain
422,Roald,NO,62.58,6.13,51.8,62,94,18.34,light rain
423,Sorkjosen,NO,69.8,20.93,45.07,77,100,18.39,overcast clouds
424,Fare,PF,-16.7,-151.02,80.76,77,23,19.19,light rain
425,Kendrapara,IN,20.5,86.42,86.0,74,40,6.93,haze
426,Siloam Springs,US,36.19,-94.54,39.2,60,1,5.1,clear sky
427,Alihe,CN,50.57,123.72,19.06,82,100,10.49,overcast clouds
428,Zaltan,LY,32.95,11.87,64.99,73,0,4.56,clear sky
429,Luanda,AO,-8.84,13.23,77.0,88,75,5.82,broken clouds
430,Aksha,RU,50.28,113.29,23.29,76,47,13.11,scattered clouds
431,Veselynove,UA,47.36,31.23,48.2,87,40,6.71,scattered clouds
432,Sungurlu,TR,40.17,34.37,41.81,66,0,2.71,clear sky
433,Svetlogorsk,BY,52.63,29.73,42.22,88,97,5.41,overcast clouds
434,Srikakulam,IN,18.3,83.9,86.47,60,0,5.14,clear sky
435,Bonthe,SL,7.53,-12.51,77.97,84,3,5.48,light rain
436,Nizhniy Kuranakh,RU,58.84,125.49,1.62,88,100,1.88,overcast clouds
437,Raha,IN,26.23,92.52,79.56,81,95,0.29,overcast clouds
438,Hamilton,US,39.18,-84.53,35.01,55,1,9.17,clear sky
439,Araguacu,BR,-12.93,-49.83,71.04,91,99,5.77,light rain
440,Ravar,IR,31.27,56.81,71.4,18,0,2.3,clear sky
441,Nelson Bay,AU,-32.72,152.15,70.0,60,75,20.8,broken clouds
442,Baruun-Urt,MN,46.68,113.28,23.58,68,0,12.06,clear sky
443,Synya,RU,65.37,58.04,26.76,98,99,7.18,light snow
444,Naze,JP,28.37,129.48,80.6,74,40,4.7,scattered clouds
445,Porto Velho,BR,-8.76,-63.9,77.0,94,40,2.24,scattered clouds
446,Tautira,PF,-17.73,-149.15,82.4,69,40,2.24,shower rain
447,Prainha,BR,-1.8,-53.48,80.71,56,72,1.59,broken clouds
448,Warrnambool,AU,-38.38,142.48,80.01,41,17,2.89,few clouds
449,Estacion Coahuila,MX,32.19,-115.0,75.2,22,5,4.7,clear sky
450,Markapur,IN,15.73,79.28,84.51,54,0,6.31,clear sky
451,Ossora,RU,59.24,163.07,33.15,91,100,3.8,overcast clouds
452,Rehoboth,NA,-23.32,17.08,68.23,24,3,2.35,clear sky
453,Pangody,RU,65.85,74.49,24.13,98,74,14.92,broken clouds
454,Beya,RU,53.05,90.91,42.21,64,38,6.76,scattered clouds
455,Burnie,AU,-41.07,145.92,63.0,60,55,8.99,broken clouds
456,Angoche,MZ,-16.23,39.91,80.06,73,62,4.79,broken clouds
457,Qaqortoq,GL,60.72,-46.03,17.6,61,0,5.82,clear sky
458,Smidovich,RU,48.6,133.82,37.63,73,69,12.24,broken clouds
459,Nicoya,CR,10.15,-85.45,72.88,95,100,2.57,moderate rain
460,Mormugao,IN,15.4,73.8,84.2,79,20,4.7,light rain
461,Tromso,NO,69.65,18.96,48.2,61,75,27.51,broken clouds
462,Cayambe,EC,0.05,-78.13,48.2,87,90,1.12,mist
463,Yerbogachen,RU,61.28,108.01,15.28,88,82,13.33,broken clouds
464,Sakakah,SA,29.97,40.21,66.2,45,40,5.82,dust
465,Salinopolis,BR,-0.61,-47.36,78.67,85,65,8.68,broken clouds
466,Kampot,KH,10.62,104.18,87.8,58,20,6.93,few clouds
467,Neuquen,AR,-38.95,-68.06,71.6,37,0,3.36,clear sky
468,Hasaki,JP,35.73,140.83,72.0,77,75,9.17,shower rain
469,Isangel,VU,-19.55,169.27,86.0,70,75,12.75,broken clouds
470,Buala,SB,-8.14,159.59,85.77,68,35,3.62,light rain
471,Chapais,CA,49.78,-74.85,30.2,92,90,20.8,light snow
472,Oriximina,BR,-1.77,-55.87,80.11,62,48,2.46,light rain
473,Kyabe,TD,9.45,18.94,75.0,77,96,1.25,overcast clouds
474,Cleveland,US,41.5,-81.7,39.2,60,90,34.45,overcast clouds
475,Okahandja,NA,-21.98,16.92,69.01,14,0,3.36,clear sky
476,Yumen,CN,40.28,97.2,51.33,39,0,4.97,clear sky
477,Kinablangan,PH,7.69,126.55,85.48,70,81,5.68,light rain
478,Hailar,CN,49.2,119.7,19.98,79,100,17.11,overcast clouds
479,Kalmunai,LK,7.42,81.82,86.61,62,75,5.91,broken clouds
480,Divo,CI,5.84,-5.36,71.11,99,60,2.15,broken clouds
481,Slonim,BY,53.09,25.32,36.99,95,67,4.56,broken clouds
482,Awjilah,LY,29.11,21.29,60.67,73,1,7.38,clear sky
483,Cervo,ES,43.67,-7.41,63.0,87,96,8.01,overcast clouds
484,Svetlaya,RU,46.54,138.33,47.23,54,17,7.09,few clouds
485,Toyota,JP,35.08,137.15,66.0,87,75,8.05,light intensity shower rain
486,Harstad,NO,68.8,16.53,46.99,100,100,7.0,overcast clouds
487,Puebloviejo,CO,10.99,-74.28,80.01,77,100,3.0,overcast clouds
488,Tynda,RU,55.17,124.72,8.55,86,100,12.64,overcast clouds
489,Nador,MA,35.17,-2.93,60.8,93,90,4.7,overcast clouds
490,Umm Lajj,SA,25.02,37.27,81.03,53,15,2.48,few clouds
491,Xique-Xique,BR,-10.82,-42.73,76.23,80,92,7.67,light rain
492,Aksarka,RU,66.56,67.8,22.5,95,66,9.37,broken clouds
493,Saint-Francois,FR,46.42,3.91,62.6,67,0,3.36,clear sky
494,Vorukh,TJ,39.85,70.58,57.18,26,100,0.63,overcast clouds
495,Zhangye,CN,38.93,100.45,52.41,36,0,2.95,clear sky
496,Adrar,MR,20.5,-10.07,75.16,20,100,9.4,overcast clouds
497,Mangrol,IN,21.12,70.12,86.13,35,0,10.71,clear sky
498,Ostersund,SE,63.18,14.64,46.0,93,100,23.04,light rain
499,Red Bluff,US,40.18,-122.24,57.2,43,1,5.82,clear sky
500,Ngama,TD,11.78,17.17,80.85,24,65,11.01,broken clouds
501,Nanortalik,GL,60.14,-45.24,32.16,90,0,35.52,clear sky
502,Pirenopolis,BR,-15.85,-48.96,68.0,88,75,4.7,broken clouds
503,Teya,RU,60.38,92.63,34.34,90,100,11.65,overcast clouds
504,Tuni,IN,17.35,82.55,87.49,60,0,0.38,clear sky
505,Deputatskiy,RU,69.3,139.9,-15.56,88,16,5.57,few clouds
506,Nouakchott,MR,18.09,-15.98,73.4,43,100,5.82,overcast clouds
507,Jackson,US,42.42,-122.83,59.0,38,1,1.83,clear sky
508,Kiama,AU,-34.68,150.87,71.01,68,68,1.99,broken clouds
509,Husavik,IS,66.04,-17.34,39.2,51,20,13.87,few clouds
510,Ambositra,MG,-20.52,47.25,64.2,58,83,4.14,broken clouds
511,Darnah,LY,32.77,22.64,68.81,65,38,12.59,scattered clouds
512,Batemans Bay,AU,-35.72,150.18,68.0,66,56,1.99,broken clouds
513,Conde,BR,-7.26,-34.91,78.8,78,75,5.82,broken clouds
514,Khani,GE,41.96,42.96,59.0,77,90,3.36,overcast clouds
515,Dicabisagan,PH,17.08,122.42,81.57,80,100,5.3,moderate rain
516,Waterloo,CA,43.47,-80.52,32.0,95,40,19.46,scattered clouds
517,Damnagar,IN,21.7,71.52,88.63,21,0,11.27,clear sky
518,Yei,SS,4.09,30.68,69.08,92,92,1.61,overcast clouds
519,Severodvinsk,RU,64.56,39.83,32.0,94,75,6.71,broken clouds
520,Novaya Ladoga,RU,60.1,32.3,30.0,99,0,10.22,clear sky
521,Horki,BY,54.29,30.98,41.0,86,90,4.47,overcast clouds
522,Dedovichi,RU,57.55,29.95,31.42,98,0,5.39,clear sky
523,San Jose,US,37.34,-121.89,66.99,52,20,1.68,haze
524,Marfino,RU,55.7,37.38,41.0,100,90,8.95,mist
525,Suraabad,AZ,40.82,49.47,64.4,88,75,9.17,broken clouds
526,Saurimo,AO,-9.66,20.39,66.29,86,66,1.12,broken clouds
527,Margate,GB,51.38,1.39,62.01,89,100,8.01,light rain
528,Bom Jesus Da Lapa,BR,-13.26,-43.42,71.67,89,84,3.51,moderate rain
529,Santa Cruz,BO,-17.8,-63.17,78.8,36,75,11.41,broken clouds
530,Nanjangud,IN,12.12,76.68,77.0,83,40,4.7,mist
531,Nadym,RU,65.53,72.52,22.51,96,58,12.21,broken clouds
532,Kahului,US,20.89,-156.47,80.6,69,40,6.93,scattered clouds
533,Doka,SD,13.52,35.77,76.87,61,6,7.85,clear sky
534,Pensilvania,US,40.27,-76.91,41.0,44,40,14.99,scattered clouds
535,Yueyang,CN,29.33,113.09,71.13,45,11,10.47,few clouds
536,Lamu,KE,-2.27,40.9,82.4,69,20,10.29,few clouds
537,Xambioa,BR,-6.41,-48.54,75.13,90,98,1.72,overcast clouds
538,Mirnyy,RU,62.54,113.96,5.0,84,0,13.42,clear sky
539,Sompeta,IN,18.93,84.6,86.09,63,7,6.4,clear sky
540,Inuvik,CA,68.35,-133.72,6.8,84,80,2.24,broken clouds
541,Alofi,NU,-19.06,-169.92,77.0,88,75,13.87,broken clouds
542,Saint-Augustin,CA,51.23,-58.65,39.81,86,100,14.43,overcast clouds
543,Guiberoua,CI,6.24,-6.17,71.6,98,86,2.55,light rain
544,Maracacume,BR,-2.04,-45.96,73.78,92,35,2.91,scattered clouds
545,Paamiut,GL,61.99,-49.67,26.37,92,47,4.83,scattered clouds
546,Innisfail,AU,-17.53,146.03,88.0,42,0,4.0,clear sky
547,Pringsewu,ID,-5.36,104.97,89.08,55,78,7.85,light rain
548,Floro,NO,61.6,5.03,46.4,87,100,20.8,light intensity shower rain
549,Troitsko-Pechorsk,RU,62.71,56.2,25.29,97,71,5.23,broken clouds
550,Summerville,US,33.02,-80.18,60.8,87,1,5.82,clear sky
551,Jizan,SA,17.33,42.67,80.6,74,20,10.29,few clouds
552,Kaniama,CD,-7.57,24.18,67.28,89,71,2.1,broken clouds
553,Nabire,ID,-3.37,135.48,83.26,81,90,4.0,light rain
554,Khandyga,RU,62.67,135.6,-3.95,82,0,2.71,clear sky
555,Bang Saphan,TH,11.21,99.51,91.99,79,75,5.82,broken clouds
556,Durango,MX,24.83,-104.83,47.48,60,46,3.49,scattered clouds
557,Key West,US,24.56,-81.78,86.0,83,40,11.41,scattered clouds
558,Gornopravdinsk,RU,60.05,69.9,27.28,98,65,6.8,broken clouds
559,Grindavik,IS,63.84,-22.43,35.6,93,75,9.17,shower rain
560,Waipawa,NZ,-41.41,175.52,55.4,87,100,14.99,light rain
561,Saint-Joseph,RE,-21.37,55.62,75.2,50,40,3.36,scattered clouds
562,Asosa,ET,10.07,34.53,65.07,88,75,3.24,broken clouds
563,Corcoran,US,36.1,-119.56,60.8,71,1,4.7,haze
564,Port Lincoln,AU,-34.73,135.87,77.32,39,82,15.66,broken clouds
565,Fairbanks,US,64.84,-147.72,-0.99,75,1,2.24,clear sky
566,Sur,OM,22.57,59.53,81.07,22,0,3.0,clear sky
567,Mubi,NG,10.27,13.26,72.09,31,88,3.53,overcast clouds
568,Nautla,MX,20.22,-96.78,71.13,82,92,13.58,overcast clouds
569,Voyvozh,RU,62.89,54.96,24.62,97,36,6.46,scattered clouds
570,Tadine,NC,-21.55,167.88,77.68,73,82,11.21,broken clouds
571,Kajaani,FI,64.23,27.73,41.0,86,100,13.87,overcast clouds
572,Lancaster,US,40.25,-76.25,39.2,60,1,17.22,clear sky
573,Bria,CF,6.54,21.99,68.5,89,89,2.51,overcast clouds
574,Lefka,CY,35.11,32.85,62.6,77,40,9.17,scattered clouds
575,Teguldet,RU,57.31,88.17,34.2,96,100,9.19,overcast clouds
576,Bowen,AU,-20.02,148.23,87.8,48,0,13.87,clear sky
577,Rocha,UY,-34.48,-54.33,48.33,91,3,1.7,clear sky
578,Vancouver,CA,49.25,-123.12,46.4,81,32,1.12,scattered clouds
579,Bereda,ES,43.27,-7.54,62.01,97,100,11.99,light rain
580,Chimore,BO,-16.98,-65.13,71.69,57,90,2.95,overcast clouds
581,Beihai,CN,21.48,109.1,77.81,73,60,14.97,broken clouds
582,Abadiania,BR,-16.2,-48.71,68.0,88,75,4.7,broken clouds
583,Bandarbeyla,SO,9.49,50.81,79.93,66,0,19.84,clear sky
584,Pacific Grove,US,36.62,-121.92,55.4,100,90,2.62,fog
585,Traverse City,US,44.76,-85.62,33.8,59,90,12.75,overcast clouds
586,Cherdakly,RU,54.36,48.84,37.4,100,90,6.71,overcast clouds
587,Mukerian,IN,31.95,75.62,80.82,21,0,2.35,clear sky
588,Makakilo City,US,21.35,-158.09,80.6,74,1,3.36,clear sky
589,Oda,JP,35.18,132.5,60.8,93,75,5.82,light intensity shower rain
590,Santa Fe,AR,-31.63,-60.7,60.01,71,2,1.01,clear sky
591,Grand Gaube,MU,-20.01,57.66,75.2,57,75,10.29,broken clouds
592,Catemaco,MX,18.42,-95.12,69.8,89,75,13.15,light rain
593,La Ronge,CA,55.1,-105.28,33.8,95,86,3.36,overcast clouds
594,Koror,PW,7.34,134.47,87.8,70,75,9.17,broken clouds
595,Palana,RU,59.12,159.97,32.14,92,99,5.48,overcast clouds
596,Nerchinskiy Zavod,RU,51.31,119.61,17.87,73,99,14.58,overcast clouds
597,Tutoia,BR,-2.76,-42.27,80.78,80,44,10.11,scattered clouds
598,Malanje,AO,-9.54,16.34,65.82,95,70,3.74,broken clouds
599,Erzurum,TR,40.0,41.5,44.6,81,75,5.82,broken clouds
600,Ambon,ID,-3.7,128.18,85.05,69,100,9.13,light rain
601,Bilibino,RU,68.05,166.44,9.39,93,100,1.28,overcast clouds
602,Fethiye,TR,36.62,29.12,55.4,66,0,8.05,clear sky
603,Oranjestad,AW,12.52,-70.03,78.8,88,20,5.82,few clouds
604,Ust-Maya,RU,60.42,134.53,-1.35,88,99,5.57,overcast clouds
605,Wundanyi,KE,-3.4,38.36,62.74,91,60,5.23,broken clouds
606,Muravlenko,RU,63.79,74.52,21.79,97,37,15.39,scattered clouds
607,Broome,US,42.25,-75.83,32.0,80,90,11.41,overcast clouds
608,Morondava,MG,-20.28,44.28,81.3,63,38,3.65,scattered clouds
609,Arlit,NE,18.74,7.39,67.98,29,0,5.44,clear sky
610,Kangaatsiaq,GL,68.31,-53.46,30.56,91,100,17.98,overcast clouds
611,Inta,RU,66.03,60.17,26.15,97,100,17.22,overcast clouds
612,Namasuba,UG,0.69,32.42,66.51,96,100,0.96,overcast clouds
613,Dickinson,US,29.46,-95.05,64.99,63,1,3.36,clear sky
614,Kabalo,CD,-6.05,26.92,71.96,85,74,3.62,broken clouds
615,Bugene,TZ,-1.59,31.14,64.53,77,100,1.63,overcast clouds
616,Trelew,AR,-43.25,-65.31,78.42,18,96,21.23,overcast clouds
617,Barraute,CA,48.43,-77.63,26.6,92,100,19.42,light rain
618,Erdemli,TR,36.6,34.31,68.27,63,69,4.52,broken clouds
619,Orotukan,RU,62.27,151.7,16.27,95,100,2.68,overcast clouds
620,Loukhi,RU,66.08,33.04,36.28,87,100,10.74,overcast clouds
621,Dergachi,RU,51.23,48.77,42.82,67,30,9.08,scattered clouds
622,Lebedinyy,RU,58.52,125.52,-4.99,92,100,5.44,overcast clouds
623,Antalaha,MG,-14.9,50.28,75.67,55,48,8.9,scattered clouds
624,Nemuro,JP,43.32,145.57,59.0,82,75,12.75,moderate rain
625,Caravelas,BR,-17.71,-39.25,71.13,89,100,11.48,light rain
626,Plonsk,PL,52.62,20.38,44.6,100,90,5.82,mist
627,Riyadh,SA,24.69,46.72,60.8,48,0,7.02,clear sky
628,Langenthal,CH,47.22,7.8,57.0,92,100,1.01,overcast clouds
629,Kushchevskaya,RU,46.56,39.64,54.18,80,41,13.69,scattered clouds
630,Standerton,ZA,-26.93,29.24,53.01,100,100,1.01,overcast clouds
631,Concepcion Del Oro,MX,24.63,-101.42,47.89,68,0,7.56,clear sky
632,Stulovo,RU,58.72,50.14,26.83,96,13,2.01,few clouds
633,Valdivia,CL,-39.81,-73.25,48.2,100,33,3.36,scattered clouds
634,Bondoukou,CI,8.03,-2.8,69.91,97,25,3.69,scattered clouds
635,Kloulklubed,PW,7.04,134.26,87.8,70,75,9.17,broken clouds
636,Estelle,US,29.85,-90.11,62.6,55,1,10.29,clear sky
637,Christchurch,NZ,-43.53,172.63,57.2,58,100,13.87,overcast clouds
638,Tinqueux,FR,49.25,3.98,64.4,77,90,14.99,overcast clouds
639,Atambua,ID,-9.11,124.89,88.5,47,82,1.97,broken clouds
640,Camana,PE,-16.62,-72.71,63.72,82,95,7.34,overcast clouds
641,Hambantota,LK,6.12,81.12,85.86,65,64,2.26,broken clouds
642,Praya,CV,14.92,-23.51,75.2,88,20,4.7,few clouds
643,Jefferson City,US,38.58,-92.17,35.6,64,1,3.36,clear sky
644,Uvira,CD,-3.41,29.15,76.17,62,100,3.96,overcast clouds
645,Goundi,TD,9.36,17.37,75.13,72,100,1.99,overcast clouds
646,Yershov,RU,51.35,48.28,41.81,71,57,9.19,broken clouds
647,Santa Rosa,PH,14.31,121.11,89.01,66,75,6.93,broken clouds
648,Sendai,JP,38.27,140.87,62.6,72,75,5.82,light rain
649,Dabakala,CI,8.37,-4.43,72.1,90,26,3.44,scattered clouds
650,Nhamunda,BR,-2.19,-56.71,81.91,59,93,2.93,overcast clouds
651,Acarigua,VE,9.55,-69.2,60.8,100,96,1.12,overcast clouds
652,Kamaishi,JP,39.27,141.88,53.6,93,75,4.7,broken clouds
653,Tatawin,TN,32.93,10.45,57.2,82,0,2.04,clear sky
654,Comodoro Rivadavia,AR,-45.87,-67.5,64.4,55,0,2.24,clear sky
655,Celina,US,40.55,-84.57,33.01,91,1,8.05,clear sky
656,Dogondoutchi,NE,13.64,4.03,75.58,22,1,9.89,clear sky
657,Ugoofaaru,MV,5.67,73.0,82.98,69,41,7.18,scattered clouds
658,Berlevag,NO,70.86,29.09,41.0,80,0,39.15,clear sky
659,Beroroha,MG,-21.67,45.17,82.09,47,0,6.55,clear sky
660,Gondanglegi,ID,-7.75,112.01,87.01,66,33,7.76,moderate rain
661,Saint Stephen,GB,50.33,-4.9,59.0,93,75,27.51,broken clouds
662,Pandan,PH,14.05,124.17,86.0,67,100,7.7,overcast clouds
663,Severo-Yeniseyskiy,RU,60.37,93.04,31.08,99,100,13.06,overcast clouds
664,Bershet,RU,57.73,56.38,28.4,79,90,4.47,overcast clouds
665,Port Macquarie,AU,-31.43,152.92,73.0,53,61,1.99,broken clouds
666,Rabo De Peixe,PT,37.8,-25.58,62.6,82,20,16.11,few clouds
667,Farafangana,MG,-22.82,47.83,72.61,72,98,6.91,overcast clouds
668,Cardston,CA,49.2,-113.3,50.0,29,0,23.04,clear sky
669,Nioro,GM,13.35,-15.75,74.98,62,6,3.74,clear sky
670,Urcos,PE,-13.69,-71.62,52.05,65,98,1.03,overcast clouds
671,Sterling,US,39.01,-77.43,39.99,51,1,16.11,clear sky
672,Pasighat,IN,28.07,95.33,81.23,58,98,4.59,overcast clouds
673,Jiangyou,CN,31.77,104.72,68.14,40,15,6.13,few clouds
674,Melita,CA,49.27,-101.0,32.0,78,37,5.99,scattered clouds
675,Tokur,RU,53.13,132.9,17.85,94,100,6.76,light snow
676,Mwinilunga,ZM,-11.74,24.43,66.38,51,33,3.22,scattered clouds
677,Anito,PH,12.45,125.29,85.73,73,99,0.69,light rain
678,Feijo,BR,-8.16,-70.35,72.01,80,44,1.21,scattered clouds
679,Olafsvik,IS,64.89,-23.71,36.23,93,93,21.5,heavy intensity rain
680,Kavieng,PG,-2.57,150.8,86.02,65,8,2.71,clear sky
681,Tenenkou,ML,14.46,-4.92,75.78,19,2,6.49,clear sky
682,Padang,ID,-0.95,100.35,84.7,68,79,7.02,moderate rain
683,Bagan,RU,54.1,77.66,36.66,80,99,12.5,overcast clouds
684,Ruston,US,32.52,-92.64,44.6,93,1,5.97,clear sky
685,High Prairie,CA,55.43,-116.49,53.6,50,93,11.41,overcast clouds
686,Sorong,ID,-0.88,131.25,83.14,79,100,7.02,light rain
687,Srinivaspur,IN,13.33,78.22,81.0,69,40,2.24,mist
688,Methven,NZ,-43.63,171.65,53.01,78,100,5.99,overcast clouds
689,Puerto Leguizamo,CO,-0.19,-74.78,71.31,97,54,1.05,broken clouds
690,Atasu,KZ,48.68,71.64,42.08,57,98,5.59,overcast clouds
691,Chaoyang,CN,41.57,120.46,43.48,45,0,18.03,clear sky
692,Chicama,PE,-7.84,-79.15,61.2,83,82,4.52,broken clouds
693,Ojinaga,MX,29.57,-104.42,68.0,32,1,10.29,clear sky
694,Ixtapa,MX,20.7,-105.2,81.0,83,75,3.18,broken clouds
695,Valle De Allende,MX,26.93,-105.4,53.98,50,30,4.32,scattered clouds
696,Okhotsk,RU,59.38,143.3,23.65,89,98,21.7,overcast clouds
697,Chaman,PK,30.92,66.45,63.61,17,0,3.2,clear sky
698,Roma,US,43.21,-75.46,35.6,64,75,9.17,broken clouds
699,Stephenville Crossing,CA,48.5,-58.43,46.4,81,75,6.93,broken clouds
700,Guymon,US,36.68,-101.48,46.4,70,1,9.17,clear sky
